boss:	     poincare002 has joined.
worker:	     poincare003 has joined.
worker:	     poincare005 has joined.
worker:	     poincare006 has joined.
worker:	     poincare008 has joined.
worker:	     poincare010 has joined.
worker:	     poincare011 has joined.
worker:	     poincare013 has joined.
worker:	     poincare014 has joined.
worker:	     poincare015 has joined.
worker:	     poincare016 has joined.
worker:	     poincare017 has joined.
worker:	     poincare018 has joined.
worker:	     poincare019 has joined.
worker:	     poincare020 has joined.
worker:	     poincare021 has joined.
worker:	     poincare022 has joined.
worker:	     poincare024 has joined.
worker:	     poincare025 has joined.
worker:	     poincare027 has joined.
worker:	     poincare028 has joined.
worker:	     poincare030 has joined.
worker:	     poincare031 has joined.
worker:	     poincare033 has joined.
worker:	     poincare034 has joined.
worker:	     poincare035 has joined.
worker:	     poincare037 has joined.
worker:	     poincare039 has joined.
worker:	     poincare044 has joined.
worker:	     poincare053 has joined.
worker:	     poincare056 has joined.
worker:	     poincare057 has joined.
worker:	     poincare059 has joined.
worker:	     poincare060 has joined.
worker:	     poincare061 has joined.
worker:	     poincare062 has joined.
worker:	     poincare064 has joined.
worker:	     poincare065 has joined.
worker:	     poincare066 has joined.
worker:	     poincare067 has joined.
worker:	     poincare068 has joined.
worker:	     poincare070 has joined.
worker:	     poincare071 has joined.
worker:	     poincare072 has joined.
worker:	     poincare073 has joined.
worker:	     poincare074 has joined.
worker:	     poincare075 has joined.
worker:	     poincare076 has joined.
worker:	     poincare077 has joined.
worker:	     poincare078 has joined.
Ninit = 251988
iteration 1 From poincare039: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare074: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare021: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare033: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare031: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare037: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare011: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare022: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare072: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare028: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare027: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare010: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare067: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare077: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare070: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare019: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare034: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare076: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare005: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare016: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare013: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare018: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare075: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare006: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare008: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare030: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare003: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare024: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare017: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare061: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare020: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare015: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare073: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare056: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare078: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare066: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare014: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare035: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare025: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare068: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare057: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare059: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare060: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare065: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare053: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare071: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare062: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare044: count=408, remaining Mloc=408, Nloc=125994
iteration 1 From poincare064: count=408, remaining Mloc=408, Nloc=125994
iteration 1: N = 125994, count=20000, M=20000, prob=1.00000
iteration 2 From poincare039: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare074: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare021: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare072: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare077: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare013: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare031: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare022: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare070: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare019: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare034: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare037: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare005: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare011: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare008: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare014: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare017: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare010: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare020: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare067: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare030: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare035: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare075: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare061: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare073: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare027: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare003: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare078: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare024: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare076: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare028: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare033: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare018: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare006: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare056: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare015: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare025: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare016: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare066: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare057: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare068: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare060: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare065: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare064: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare059: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare071: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare053: count=408, remaining Mloc=398, Nloc=62997
iteration 2 From poincare044: count=408, remaining Mloc=398, Nloc=62997
iteration 2: N = 62997, count=20000, M=20000, prob=1.00000
iteration 2 From poincare062: count=408, remaining Mloc=398, Nloc=62997
iteration 3 From poincare074: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare077: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare021: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare039: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare072: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare031: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare022: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare070: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare034: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare013: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare037: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare005: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare011: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare019: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare035: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare075: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare030: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare017: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare003: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare008: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare067: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare014: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare078: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare073: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare061: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare024: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare027: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare010: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare033: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare020: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare076: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare018: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare025: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare056: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare028: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare015: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare006: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare016: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare066: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare057: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare068: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare060: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare065: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare059: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare064: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare071: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare062: count=408, remaining Mloc=398, Nloc=31498
iteration 3 From poincare044: count=408, remaining Mloc=398, Nloc=31498
iteration 3: N = 31498, count=20000, M=20000, prob=1.00000
iteration 3 From poincare053: count=408, remaining Mloc=398, Nloc=31498
iteration 4 From poincare077: count=408, remaining Mloc=398, Nloc=15749
iteration 4 From poincare074: count=408, remaining Mloc=398, Nloc=15749
iteration 4 From poincare031: count=408, remaining Mloc=398, Nloc=15749
iteration 4 From poincare021: count=408, remaining Mloc=398, Nloc=15749
iteration 4 From poincare039: count=408, remaining Mloc=398, Nloc=15749
